"","X","week_start_date","total_cases","marginal_cases","cor_lengths","r_0_50","r_50_70","r_70_90","r_90_110","r_110_130","r_130_150","r_150_170","r_170_190","r_190_210","r_210_230","r_230_250","r_250_270","r_270_290","r_290_310","r_310_330","r_330_350","r_350_370","r_370_390","r_390_410","r_410_430","r_430_450","r_450_470","r_470_490","r_490_510","r_510_530","r_530_550","r_550_570","r_570_590","r_590_610","r_610_630","r_630_650","r_650_670","r_670_690","r_690_710","r_710_730","r_730_750","r_750_770","r_770_790","r_790_810","r_810_830","r_830_850","r_850_870","r_870_890","r_890_910","r_910_930","r_930_950","r_950_970","r_970_1000","next_week_marginal_cases","mhhinc_tier","wave","wave_1","wave_2","tier_1_1","tier_1_2","tier_1_3","tier_1_4","tier_2_2","tier_2_3","tier_2_4","tier_3_3","tier_3_4","tier_4_4","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","tier_descr"
"1322",1793,"2021-06-26",220400019,537674,260,0.580739592030208,0.514740638674204,0.399477673815563,0.310459713999466,0.334693499109483,0.233962698311803,0.162714142717266,0.279735168354732,0.216448816617202,0.169127299059539,0.184167254101249,0.0467457983142059,0.0900104835446892,0.0706799498061361,0.0604468759790759,0.0747735268158089,0.0980806570548039,0.0565973474611995,0.0765488015855759,0.0462490948997243,0.0794602048805087,0.0508214629975852,0.0463126711280728,0.0289735068576411,0.0358213340292347,0.0160147363764092,0.0132421017064288,-0.00618987040335255,-0.00452182537482458,-0.0156803976022194,0.0264776781084846,0.00938787329358581,0.0111515026627699,0.0316686930955904,-0.0100543414160483,0.0475095140146379,0.0164263259811775,0.078052526913164,-0.00735604334258199,0.0448011813329687,0.0389419223974297,0.00964524180092327,0.00973877050033165,0.0122926566537305,-0.0084900016570193,-0.0592740534567677,-0.00926632220518889,-0.0276742853316206,638229,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1323",1794,"2021-07-03",221038248,638229,540,0.621836814853334,0.576982714965132,0.397374425268953,0.260101355083619,0.302062107484109,0.255080784315869,0.211959784559952,0.331722404146635,0.24773932626846,0.173124603267656,0.142194559153161,0.0877684164156464,0.0862816913110771,0.119287008939616,0.11780299622334,0.0921222902418332,0.112142307804513,0.0866484663875166,0.13332575298578,0.118722890440408,0.108574986901969,0.118620040835502,0.0901742214458708,0.0828802790030224,0.118521048981882,0.0281191287500291,0.079802015449788,0.0225184483455461,0.0338727948625997,0.026097768086569,0.018377375197691,-0.0144986337881192,-0.0144639182456118,-0.0466378850222311,-0.0471202658433519,-0.0174763399036526,-0.0272873237941331,-0.0206218081375745,-0.00753671216852819,0.00239676113726186,0.0226414324850172,-0.0301349894860171,-0.0464939275908603,0.000420849353398632,-0.0464243832318675,-0.0810797240331981,-0.0689750253063388,-0.0595289458560931,951632,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1324",1795,"2021-07-10",221989880,951632,540,0.679753152841308,0.510713271689414,0.586676304182338,0.499511401527078,0.514251763901088,0.478785161788289,0.418429495711104,0.392628489001985,0.418870330707445,0.340459812883553,0.301553467460508,0.257301057258826,0.263299879111642,0.265255818534248,0.221943343994957,0.213015097512929,0.20809008185807,0.17594940102347,0.186670275144101,0.174069782759296,0.129421341962187,0.131231086328549,0.100630133737008,0.0829138279043416,0.0782176353216608,0.0446098860477293,0.0772337286740901,0.0354288321284898,0.0403702966841006,0.0174668279802307,0.000189069960506086,-0.010205169395798,-0.00574508131554011,-0.0374053510180109,-0.040104960937979,-0.0622213320639659,-0.0558536802416011,-0.0491621887508981,-0.0455193020342834,-0.0556375934699546,-0.0403456750684551,-0.0761325197232089,-0.0750343635688705,-0.0631736114407071,-0.100303999424874,-0.10515181826617,-0.117217001796608,-0.0959318148186268,1437062,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1325",1796,"2021-07-17",223426942,1437062,520,0.72998341877242,0.640838577252086,0.70418725065394,0.642903047531897,0.640468972379607,0.56834470883656,0.545563325679239,0.490804578419757,0.469082972139509,0.365550933892174,0.367259422911941,0.29583614409947,0.327681647085976,0.286402184517453,0.255548772032507,0.219439062575553,0.192377114436461,0.145447816400388,0.165644163740506,0.121822855019348,0.116184891541604,0.0816894129216629,0.0625016151333873,0.0511358456111711,0.0256231209761814,0.023745893615667,0.0305575844189471,0.0193941805248144,-0.00251074856181059,0.00430188084923591,-0.015743270752779,-0.0100572255335306,-0.019510827135386,-0.0512379917846297,-0.0587809158964705,-0.0746776861913093,-0.0670401251149175,-0.0642608817663869,-0.0703931739933087,-0.0638332747271991,-0.0608046028224709,-0.0746412562804236,-0.08043147003485,-0.0987346887819754,-0.116474264611652,-0.122622287151496,-0.114960659718647,-0.109869067521475,1933565,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1326",1797,"2021-07-24",225360507,1933565,600,0.735277859965504,0.640084215100198,0.715587655188696,0.632806956493422,0.600178835821275,0.607278141133406,0.574575301715917,0.517073316565698,0.515433495831316,0.409030879995287,0.420280659695708,0.349717562337523,0.401589228655454,0.349407311013572,0.306321845260614,0.288548358104283,0.221208947629203,0.215988972579636,0.209562809758897,0.176375732695691,0.184029532214544,0.109246727554291,0.133888956863699,0.0980986678913785,0.0657244739382923,0.0523725801140571,0.0740320272603252,0.0642870756438785,0.0255932419338946,0.0541982097957073,0.0149404658778746,0.0425926606734219,0.0592818317111791,-0.0256026541161003,0.00538255048424397,-0.0474846365673838,-0.0291443917492321,-0.0281251123033115,-0.0368080942424841,-0.0429960582995991,-0.0579921314715694,-0.071412079429435,-0.0627005825090157,-0.111956231564411,-0.106969723088424,-0.130186186290766,-0.134128497328351,-0.127610752913301,3055571,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1327",1798,"2021-07-31",228416078,3055571,680,0.662013462627094,0.66324932836143,0.633425199014937,0.602740467637298,0.612430783051491,0.537621403521692,0.536850986160381,0.463893455689081,0.483967344506983,0.406307737811532,0.422723206802849,0.377853103753609,0.410081220675634,0.366575679354315,0.333457324350586,0.314556202610288,0.249811053069673,0.266813238811915,0.27303840883774,0.235455779108706,0.24238062181778,0.202014680934105,0.203634673994562,0.168581420460133,0.1373065776894,0.113419459259847,0.119281233324444,0.107283932915632,0.0955412024084,0.0657795196006348,0.0725506203216174,0.0596079706021503,0.0443313019574395,0.0314075141707234,0.0248537619079906,0.00776928128215436,0.0180015072237054,0.0134195827725593,0.0189342901077626,0.0129886017391704,-0.0191083635242231,-0.0521674229219532,-0.0378567287011871,-0.068479159544241,-0.077828425235272,-0.106996847841761,-0.119029516354173,-0.134708393455573,4424093,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1328",1799,"2021-08-07",232840171,4424093,760,0.739971627322874,0.650325964017092,0.608399650309386,0.672610547567873,0.612040105589549,0.577074364187895,0.547092203042575,0.515490762736499,0.506353477153773,0.469973445428904,0.477968619888221,0.439017231063358,0.444945830554941,0.425050086749707,0.392530901594495,0.371013077831107,0.307629697352344,0.329433243611372,0.356829776507074,0.310446120714236,0.3068240229133,0.291648000641688,0.274019964264467,0.232178908014392,0.22256573887475,0.17747554582338,0.179527414470103,0.145604341055527,0.163052780416291,0.10936710463534,0.120122258354748,0.0779799841528422,0.0893177662279954,0.0597179919029254,0.0525574970942556,0.0460868688289206,0.0387017815162215,0.0182737241204512,0.0303315446461347,0.0207227666466365,-0.0131017424586796,-0.023978421549907,-0.0346034145384729,-0.0587531388075786,-0.0879414606353341,-0.0753063953005113,-0.111363992941035,-0.137828892002443,5683775,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1329",1800,"2021-08-14",238523946,5683775,760,0.71128339098023,0.651031830159014,0.58497902087384,0.682814968647562,0.595205167097304,0.538413380431799,0.50466462184709,0.472219528060057,0.450525460447486,0.451890080791576,0.452995350700231,0.424284949226111,0.366776513276705,0.410471890919308,0.34162310123202,0.350475990363165,0.294393171640475,0.315631688033635,0.339013577914053,0.298562274838292,0.286159052092894,0.298971268314789,0.254011555717011,0.234636903550255,0.248240077643368,0.211056527792049,0.183430537117162,0.15813275354228,0.154071659643804,0.116783258100878,0.123352640600139,0.0806682456980026,0.110149788656031,0.0624032231388249,0.0638892598719562,0.0609380302725117,0.0381862748523491,0.0300002794835768,0.0331456954020659,0.0347394492537893,0.00333894620986133,-0.0172259768516479,-0.0145865293228937,-0.0301162752228463,-0.0683177613257023,-0.040274464922337,-0.0931264686835851,-0.125292502417981,6540605,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1330",1801,"2021-08-21",245064551,6540605,760,0.643072939407049,0.612099213517182,0.57591681663895,0.620722045461161,0.533210102185544,0.532647633471405,0.463346546823105,0.434309578016992,0.423291932907921,0.418453552951974,0.386545664558419,0.386201161471005,0.306758032309794,0.361331741379322,0.285368951411321,0.318400118788841,0.282049369700053,0.27242429569254,0.289760646739326,0.252827756613218,0.248442939547994,0.262100012441649,0.223767073176099,0.227889713071303,0.244256059823695,0.220239575545745,0.192789567205494,0.182314895579406,0.148603831209265,0.123631218574555,0.130530252086785,0.0956901407526492,0.10113701610211,0.0662159851364397,0.079548253321541,0.0778407757751345,0.0332431448761071,0.0341766336247253,0.0373828954243645,0.034075451435617,0.0261913520340043,0.0122967663457871,-0.00290183456670827,-0.0182782024776375,-0.0523508521840157,-0.0509622863125174,-0.0781738473670472,-0.113955521497468,7166383,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1331",1802,"2021-08-28",252230934,7166383,760,0.598907647182187,0.563214435274533,0.54669258843998,0.545773996424824,0.488537893971301,0.464721539942105,0.388733271808913,0.349535124065746,0.324605262374398,0.307554948046104,0.283681495012965,0.274538243190634,0.235233405019828,0.255036367614035,0.230277605839305,0.223452863600792,0.210513900871702,0.197144449744333,0.212687777961528,0.184739519820564,0.204433675863589,0.197352107562752,0.189700222029819,0.194021698979151,0.203865599050715,0.189626279001067,0.199914185384008,0.167760206566972,0.125866545963907,0.11445691366318,0.127362811862196,0.0864070519980056,0.0858599227149604,0.0682640287452561,0.0754937894638485,0.0719347607630938,0.0277271220467228,0.0421119286062946,0.0333158262637978,0.0297627228700219,0.0246118613327724,0.0219881534282447,0.000306943107064015,-0.00531239382194519,-0.0317127112416721,-0.0365084382370621,-0.0546978900781632,-0.0846360082736556,7640603,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1332",1803,"2021-09-04",259871537,7640603,680,0.576534815485782,0.511579976994266,0.492937989800772,0.479152621553927,0.416794811337559,0.376633399077503,0.340255411969827,0.298683704486575,0.278176196313717,0.239345503217125,0.249855942093633,0.173130276134774,0.213693211548773,0.161609698487886,0.198359464160423,0.144574267477949,0.149588365730607,0.135223312876557,0.167603259054508,0.143819331041228,0.172070990035764,0.180245901483506,0.161758072123809,0.1389410624724,0.170397464285971,0.140877817142033,0.146539828928083,0.108079695514953,0.0961388424518232,0.0743662885910685,0.0591448443374625,0.0455275068900654,0.0422460352918416,0.0220789089355443,0.0294081468633584,0.03903635875315,-0.00140389088513988,0.0124704036421162,0.00486435962773787,-0.00655178399675712,0.00778311640795066,-0.0231668340111175,-0.00661419116067346,-0.0326780421108196,-0.038613360906925,-0.0287716279376982,-0.0322649852747362,-0.0446586753953386,7113133,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1333",1804,"2021-09-11",266984670,7113133,340,0.601917618150533,0.51134845896533,0.472550010746537,0.416942641878057,0.401594530396172,0.329434012235722,0.33811356468319,0.242580025547276,0.255844227034297,0.166089602331324,0.19090759263821,0.0975161179637604,0.121854696005747,0.0826711515519955,0.0969475485485567,0.0433729768251189,0.0374343515156378,0.0236540933666685,0.0639026373606101,0.0216290379089594,0.0476537620777261,0.0780912844038951,0.0449516190844884,0.039580574364313,0.0721633952488745,0.0463962810926819,0.0550139547552206,0.0473213706857489,0.0442986543860524,0.0121149549187205,-0.00868427134292632,-0.0044491062743452,0.00141620352356079,-0.0194484595049252,0.00565782669499302,-0.00337224131345578,-0.0178332275081597,-0.0467405587544152,-0.0497937348176846,-0.0457634900973411,-0.0588509826879257,-0.0697404936831611,-0.0485108835845927,-0.0596718237894,-0.0286899677094659,-0.0316033925379333,-0.0546911923619439,-0.0474810516372032,7241580,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1334",1805,"2021-09-18",274226250,7241580,360,0.668401154210201,0.570560614937202,0.494888382052767,0.443366899666061,0.436349483848762,0.412839155849559,0.380397080909188,0.325324599954576,0.314829415109062,0.225710049316015,0.240302775488423,0.174725278734336,0.17033100798529,0.124139644530277,0.117740397478324,0.057697060855996,0.049150015709099,0.043120412047848,0.0610674491544918,-0.0069977843888155,0.0114762126210487,0.0217005987162208,0.0217721362577036,0.00114641960796092,0.0113359021854392,0.00150925685333027,0.00247307925023933,0.0227686931362895,0.00395852594538888,-0.00612604321249674,-0.0589281291268116,-0.0240013056192744,-0.0491991424819608,-0.0701020254165768,-0.0601428626000624,-0.0854728221337404,-0.0909285068499113,-0.118625578341212,-0.128691874536444,-0.0993040246342091,-0.139440940068346,-0.141520916383475,-0.136072018220216,-0.115292689400011,-0.11572822603083,-0.12784026754589,-0.155671329720258,-0.132788571908805,6289811,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1335",1806,"2021-09-25",280516061,6289811,420,0.589297606812065,0.439917550305426,0.428666775731837,0.419116849763018,0.399536075662199,0.415943472646086,0.385727774223622,0.326909390736034,0.359556166294602,0.278201202294009,0.247176211718965,0.241216034299782,0.208373451363938,0.151184668390572,0.142052395241749,0.0725245437652729,0.0716396393519797,0.0551981631083497,0.0706621957573339,0.0111579315810609,0.00535658516417044,-0.0093839874113126,0.0321938038364621,0.00925135176766419,-0.0116741798033501,0.013417196738293,-0.0023146982787956,0.00539355501885091,-0.00038995606208251,-0.00338874060177068,-0.0147631593902501,-0.0246310200242356,-0.0372194128112798,-0.0280484114381085,-0.0605866833812428,-0.0719454544103333,-0.0669177612304918,-0.105932603581437,-0.0991381336144508,-0.0656442754604607,-0.101463643520113,-0.0983813376387228,-0.126136461102236,-0.0933064584008259,-0.0980506221182521,-0.119538927847004,-0.125128321703518,-0.104033843419384,5397482,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1336",1807,"2021-10-02",285913543,5397482,600,0.524494921789601,0.465866713813273,0.436345619081326,0.43265195941052,0.388897597874251,0.40620654059567,0.36690705795562,0.369595853409891,0.351903433634768,0.277517596170893,0.276586635237557,0.255387190731998,0.230713534042897,0.193939605495928,0.155902329475687,0.112850115976508,0.118996983146606,0.115403356427228,0.137961293303906,0.0752992959678673,0.085266052774776,0.0582650083039481,0.0997716030183788,0.0657467522591341,0.0632799723306314,0.0773119592341144,0.0644991683427593,0.0614811546331939,0.0322989962627567,0.0488234746766184,0.0226582265570255,0.0368170384525117,-0.0288479657209425,0.00456932747449541,-0.0445639636968744,-0.0681451268667259,-0.0742693670857481,-0.072094532994159,-0.0567751834002485,-0.0609111617667024,-0.0815594904179756,-0.0683945678496466,-0.103213738844393,-0.087672101782511,-0.0793942829907842,-0.102700414263216,-0.0953791579963408,-0.0923693163878335,4785983,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1337",1808,"2021-10-09",290699526,4785983,680,0.568002534494088,0.514896976925375,0.470137815399334,0.524186821043625,0.454885195141062,0.480878668081115,0.423063578558866,0.406523305250883,0.428308429485844,0.39579540699952,0.332194089048446,0.35844067865352,0.331304723025466,0.284344711450171,0.275127615565897,0.224221420587546,0.21486391127563,0.21235079452361,0.224651769191603,0.15106695070188,0.175949438552687,0.151257492073292,0.182402246916962,0.147892899947528,0.162087311499138,0.145608182559147,0.117226572773598,0.116079716868521,0.111009068387656,0.120959130279182,0.0642490850431488,0.0955302939939471,0.0253688526904676,0.0465231646365561,0.0105925909213082,-0.00767033749091529,-0.0400489718178128,-0.015092599702191,-0.00341774795764158,-0.00881269361417221,-0.0490486634948169,-0.0201660330772428,-0.0590285724639787,-0.0697616122414818,-0.0646682009234536,-0.0610195181969889,-0.0819868529701422,-0.0894545747815343,4168071,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1338",1809,"2021-10-16",294867597,4168071,720,0.672590158508704,0.54275566107636,0.552396464653087,0.585682402207698,0.506077320739568,0.542603237597234,0.506371487809439,0.470399260229614,0.476155191497629,0.462634342837027,0.38722056207483,0.400604881109915,0.381832035690869,0.320563253268962,0.327455959548907,0.285863082783598,0.267509995785438,0.260468609517294,0.247452281434205,0.19232537617326,0.216386537397761,0.203732849017835,0.229438371847479,0.182550310866452,0.194037187251691,0.182784980749074,0.140422578925239,0.146449050822341,0.138788910997376,0.144894225825827,0.121161050216198,0.102370987777952,0.0619512188321617,0.0676912653456944,0.0399222629624894,0.0291726733170903,0.0101386256461886,0.00137701715467695,-0.0125820631682938,0.014259560045853,-0.0238430441654928,-0.027424524423583,-0.0486573828566452,-0.0585115437948762,-0.0791977393028369,-0.0616355215047785,-0.0686154130335615,-0.071841087774305,3650089,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1339",1810,"2021-10-23",298517686,3650089,780,0.690012735350004,0.564527791526477,0.605975701889113,0.574074377527783,0.53301032079017,0.548088879931991,0.505204283521609,0.476450291923919,0.473662917517232,0.481556688782227,0.410602546954065,0.394874411750179,0.391468006395295,0.346187975608418,0.357809945077686,0.308424989820485,0.285023813354302,0.286792958036206,0.272493963428047,0.232428027530278,0.262228265761156,0.249099558048215,0.294636309953654,0.229915191198765,0.230532515532297,0.227631059548784,0.170573256236411,0.185277943494256,0.158464460077862,0.174494047907907,0.149284981488461,0.120977181777235,0.0980897431958388,0.119775331444048,0.0765508694449637,0.102403797526927,0.0534207379359457,0.0376057573688272,0.0300153381746416,0.0585695971067234,0.00930482436498236,0.0199701642312377,0.00663065003484324,-0.0393023821370549,-0.0496542005196004,-0.0577855348629879,-0.0713539373344305,-0.0593062877743024,3375663,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1340",1811,"2021-10-30",301893349,3375663,800,0.631555224094006,0.471161891528853,0.454486823044736,0.497431453908218,0.402876814992155,0.425348901971747,0.335015268218221,0.343143191871087,0.300357593302283,0.292382103667205,0.27639805561426,0.273083086113308,0.247317469909372,0.247808833122927,0.240482157129884,0.175897177047275,0.158486386699193,0.186931741203021,0.144838019073632,0.146827509554656,0.143470055187531,0.152943586380878,0.203041640251184,0.169261397561369,0.165159266035133,0.170169126966359,0.109188419935595,0.128712384180036,0.127439426473781,0.132878296447736,0.122793240288276,0.099072839843057,0.104061216991344,0.125464549541455,0.0838272777639787,0.100574062718045,0.0570731081347717,0.0611788950955555,0.0325027942591132,0.0380683150459579,0.0160291104310256,0.0475989713369282,0.0211744790698163,-0.011327101406624,-0.00708513622675815,-0.0315894738440195,-0.0510316749308162,-0.0608503488353151,3440631,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1341",1812,"2021-11-06",305333980,3440631,880,0.650265815819095,0.559896573242309,0.506259827264401,0.560899326190791,0.464072118951818,0.479594192963906,0.383906328580902,0.413839165333274,0.368549364110927,0.332770348969557,0.342725041628321,0.305982006589618,0.284162305766662,0.299086267716385,0.291816977395114,0.217786778814055,0.207132535139679,0.24582216402999,0.225527455745611,0.211687518583697,0.214614300189999,0.186127691272714,0.235322002991767,0.225204398861706,0.222198470601919,0.22729060791716,0.186083913256705,0.201514957499518,0.192526035385928,0.171206477461392,0.174094693048578,0.158912575124313,0.141123802644893,0.17521084554829,0.115772426269268,0.143779765454449,0.112257574516642,0.0906282050546099,0.0736606692008873,0.0612390504142219,0.0608993178979749,0.0565563935889851,0.039812790959098,0.020130464490579,-0.00374967554172084,0.0117207361568534,-0.0274265342376929,-0.0398490283157178,3598436,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1342",1813,"2021-11-13",308932416,3598436,840,0.633553240051485,0.547647412811318,0.51363802365106,0.584663255598992,0.518960068786808,0.509047098087974,0.451274660802723,0.501981725042489,0.463669632880545,0.442056157985158,0.410379764539013,0.378478578906742,0.370119404110826,0.380210149976344,0.369273293206198,0.299405754123385,0.313572521684089,0.310399432953385,0.331496958194381,0.310596431933073,0.286255046514267,0.252494025826114,0.301123153630177,0.280444880966529,0.243572210898103,0.249746649613083,0.194165843223032,0.217158975799024,0.21089398844263,0.18261818479742,0.165748474147964,0.151554371499272,0.110255252854625,0.145611891637231,0.13651589664243,0.13807708942482,0.113306807957263,0.0866898863684177,0.0928720937926127,0.058103114404388,0.032182702592798,0.0415038696945543,0.0402844809860018,-0.00148154992318624,-0.0108313023574321,-0.0031439460071653,-0.0317067230785444,-0.0519236948231931,4232167,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1343",1814,"2021-11-20",313164583,4232167,900,0.707670907797241,0.630436167360622,0.597298622637742,0.61418655071097,0.582443199243587,0.569822547619117,0.51992744527904,0.552793682076196,0.517423804570719,0.51291018546335,0.466498004346293,0.461514745667916,0.448837531744289,0.428574490441235,0.418416697392404,0.374717244470815,0.360655153281346,0.352479766780771,0.356067069162545,0.327097941021255,0.325061973745449,0.298330348574684,0.316789567776829,0.322091159246996,0.267701610681457,0.263188642963854,0.225935576531894,0.236962425230088,0.230686121651442,0.173110778376972,0.165160517025955,0.157140230769215,0.121482632528908,0.163431841400427,0.139342902081846,0.135223379899726,0.102187894927,0.101619501725382,0.099640374561682,0.0754201427932501,0.053786322438583,0.045985941918936,0.0540134909913471,-0.00677193781435967,0.0220663614760194,0.0155509903336045,-0.021472084489615,-0.0279182347229617,4076084,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1344",1815,"2021-11-27",317240667,4076084,880,0.725051951110557,0.631307680218492,0.627525094356682,0.614457300494365,0.567092011994765,0.610418665441665,0.518841302706114,0.55595639220088,0.543624236913856,0.506401593315868,0.456789160244379,0.45318166980344,0.431528850689822,0.412301217301347,0.411709881424234,0.367154071235759,0.379174276833512,0.376378884276225,0.372442849795712,0.334218708976473,0.326991588025127,0.303730560773299,0.308968640026673,0.289369329918706,0.267061034544314,0.249740681513242,0.218953985681988,0.233977663107507,0.198652884417702,0.152711493405325,0.150398373580236,0.136449579508399,0.106485233359818,0.116546219496261,0.104908164307878,0.110221652765265,0.0798865928892484,0.0763299288151855,0.0876653101465758,0.0654008026113989,0.0476016343605152,0.065289431201247,0.0418419645987399,0.011906267146541,0.00655076917929176,0.0189944946171171,-0.0183266254333703,-0.0360977071944736,4326135,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1345",1816,"2021-12-04",321566802,4326135,820,0.78641668074911,0.765570153880624,0.701443660233068,0.704618211063811,0.667401299685009,0.678050009916677,0.635393363770073,0.638113583269643,0.645842644127254,0.59303772851008,0.568674898023727,0.546152759033878,0.519562820308998,0.493436465199226,0.4765652672091,0.45000381463359,0.411170331506433,0.42648428476867,0.438967265575856,0.386943950193251,0.360534427849369,0.351803521089865,0.360561283499132,0.319469705069525,0.295679112151117,0.283592359338392,0.254973248369909,0.258228028095041,0.243903348318353,0.191952574014667,0.204204076999837,0.160803606627458,0.138225411745019,0.121987963323914,0.130971195022889,0.0977398065950375,0.0894510963247687,0.0550868187643946,0.0469578933490514,0.0322202117584457,0.0109367377227885,0.0168945508782249,-0.00861561960088006,-0.050836796292598,-0.0702413535808614,-0.0697347154698809,-0.10361760174763,-0.11961327847427,5495651,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1346",1817,"2021-12-11",327062453,5495651,780,0.769514704887179,0.764484366652163,0.663073724463792,0.687781362325215,0.660897698152711,0.658838222091998,0.646067108884348,0.640432016651569,0.634644311114777,0.592904587564729,0.582285524516495,0.541787886513787,0.526878219808942,0.489101103735218,0.480316877947095,0.438318808666771,0.409565530694995,0.418037655459078,0.411561276913204,0.372415162695132,0.335162580069686,0.329789312984151,0.32394389018082,0.29525537362723,0.259963145376617,0.272734512302258,0.228070594284216,0.226942371935928,0.215475364744525,0.175501898972663,0.198643707826424,0.135057505713925,0.109806597757068,0.100749491608844,0.0990312103987398,0.051058751758764,0.0513740150334477,0.0197889322583024,0.0138576973966088,-0.00828639897298763,-0.0204278759211191,-0.0233696187556652,-0.0451212046753506,-0.0828131578225678,-0.101037438437589,-0.093811704085437,-0.136766962243358,-0.144938875567942,5523395,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1347",1818,"2021-12-18",332585848,5523395,740,0.724921483576505,0.710537875515065,0.670786189771399,0.633957276673238,0.635935514468257,0.601531076821426,0.598564119304136,0.58561930251186,0.568864942966685,0.544949814323978,0.524193233857352,0.474962650037681,0.455588918816367,0.429395866897084,0.418558579161164,0.388939944981797,0.35229005002136,0.38131899066628,0.34389155789198,0.340403260797898,0.282114517716173,0.292009992447684,0.283444326609333,0.259356886202619,0.225669389784495,0.260698183182575,0.219712442306934,0.184071674547637,0.191339233012682,0.14536705988772,0.175702200996021,0.111447309470568,0.0963766262838843,0.0694154696272013,0.0580474265890174,0.0128818895183098,0.0152298880570432,-0.00770404781704242,-0.00769006754587143,-0.0334304334943117,-0.0413261919696018,-0.0355491880521517,-0.0740399921941612,-0.0903408538108465,-0.103590692103201,-0.113837701882646,-0.139364887660167,-0.164224551637391,6913889,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
"1348",1819,"2021-12-25",339499737,6913889,720,0.705241381811342,0.600379875143858,0.51850885501684,0.531841404100805,0.491275751857302,0.374185924783934,0.419682435071437,0.432342416185598,0.388432669047005,0.40069320106378,0.340293928869062,0.356164648271065,0.297980740964225,0.348485815599261,0.308310101672762,0.311849693364697,0.258922767523469,0.315217824092218,0.259155015390174,0.271366235862072,0.201640063861154,0.242205034117627,0.209786779329653,0.205251787150012,0.173596462303312,0.198228537279845,0.159363012556465,0.131892051769019,0.14597780822412,0.091687856598712,0.150639521517938,0.07686070802652,0.082495097207772,0.0605803532590415,0.0403208030996573,0.00278281225205426,0.02256257107789,-0.0144997167331697,-0.0164537458234427,-0.027967673295462,-0.0310489530382482,-0.0134525826265017,-0.0556570655586127,-0.0723143703408795,-0.065901558566731,-0.108353067710984,-0.0951572693765144,-0.125200170364,12712997,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"differ by 1"
