"","week_start_date","total_cases","marginal_cases","r_0_50","next_week_marginal_cases","block","wave","wave_1","wave_2","wave_3","region","mhhinc_tiers","tier_1_1","tier_1_2","tier_1_3","tier_1_4","tier_2_2","tier_2_3","tier_2_4","tier_3_3","tier_3_4","tier_4_4","same_tier","tier_diff_1","tier_diff_2","tier_diff_3","tier_descr","northeast","midwest","south"
"3096","2022-05-21",517596872,4089536,NA,4731122,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3097","2022-05-28",522327994,4731122,NA,4182961,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3098","2022-06-04",526510955,4182961,NA,5056900,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3099","2022-06-11",531567855,5056900,NA,4387236,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3100","2022-06-18",535955091,4387236,NA,4585663,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3101","2022-06-25",540540754,4585663,NA,4642888,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3102","2022-07-02",545183642,4642888,NA,4852652,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3103","2022-07-09",550036294,4852652,NA,5277292,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3104","2022-07-16",555313586,5277292,NA,5743210,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3105","2022-07-23",561056796,5743210,NA,5390430,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3106","2022-07-30",566447226,5390430,NA,5439531,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3107","2022-08-06",571886757,5439531,NA,4520006,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3108","2022-08-13",576406763,4520006,NA,4523674,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3109","2022-08-20",580930437,4523674,NA,3812673,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3110","2022-08-27",584743110,3812673,NA,3929879,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3111","2022-09-03",588672989,3929879,NA,3038885,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3112","2022-09-10",591711874,3038885,NA,2946311,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3113","2022-09-17",594658185,2946311,NA,2408585,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3114","2022-09-24",597066770,2408585,NA,2279741,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3115","2022-10-01",599346511,2279741,NA,1814848,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3116","2022-10-08",601161359,1814848,NA,1559944,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3117","2022-10-15",602721303,1559944,NA,1512734,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3118","2022-10-22",604234037,1512734,NA,1610678,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3119","2022-10-29",605844715,1610678,NA,1611171,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3120","2022-11-05",607455886,1611171,NA,1656736,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3121","2022-11-12",609112622,1656736,NA,1641014,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3122","2022-11-19",610753636,1641014,NA,1725393,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3123","2022-11-26",612479029,1725393,NA,1912012,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3124","2022-12-03",614391041,1912012,NA,2572142,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3125","2022-12-10",616963183,2572142,NA,2742230,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3126","2022-12-17",619705413,2742230,NA,2975762,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3127","2022-12-24",622681175,2975762,NA,2444783,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3128","2022-12-31",625125958,2444783,NA,2467724,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3129","2023-01-07",627593682,2467724,NA,2933429,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3130","2023-01-14",630527111,2933429,NA,2124150,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3131","2023-01-21",632651261,2124150,NA,1979237,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3132","2023-01-28",634630498,1979237,NA,1693496,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3133","2023-02-04",636323994,1693496,NA,1796888,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3134","2023-02-11",638120882,1796888,NA,1604910,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3135","2023-02-18",639725792,1604910,NA,1667744,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3136","2023-02-25",641393536,1667744,NA,1584138,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3137","2023-03-04",642977674,1584138,NA,1482690,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3138","2023-03-11",644460364,1482690,NA,1348346,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3139","2023-03-18",645808710,1348346,NA,-183783245,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3140","2023-03-25",462025465,-183783245,NA,NA,20,3,0,0,1,"Midwest","4_4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,1,0
"3141","2020-03-28",348623,0,0.0156230675809701,766762,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3142","2020-04-04",1115385,766762,0.104370454860387,1179605,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3143","2020-04-11",2294990,1179605,0.16119144241354,1143443,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3144","2020-04-18",3438433,1143443,0.406227761873896,NA,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3145","2020-04-25",4575728,1137295,0.484179251917518,NA,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3146","2020-05-02",5757858,1182130,0.692923577314584,1125324,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3147","2020-05-09",6883182,1125324,0.753006336146177,1001178,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3148","2020-05-16",7884360,1001178,0.756393799490623,975887,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3149","2020-05-23",8860247,975887,0.793015848603298,945101,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3150","2020-05-30",9805348,945101,0.770971276406428,963160,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3151","2020-06-06",10768508,963160,0.621845736175622,958084,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3152","2020-06-13",11726592,958084,0.430034525821598,1057293,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3153","2020-06-20",12783885,1057293,0.090206414970273,1462536,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3154","2020-06-27",14246421,1462536,0.121179893731225,2034242,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3155","2020-07-04",16280663,2034242,0.451891366111284,2460636,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3156","2020-07-11",18741299,2460636,0.738955801658267,2923562,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3157","2020-07-18",21664861,2923562,0.797418841050469,3052374,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3158","2020-07-25",24717235,3052374,0.776276182231028,2947514,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3159","2020-08-01",27664749,2947514,0.757764910871703,2607237,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3160","2020-08-08",30271986,2607237,0.740030633074951,2397942,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3161","2020-08-15",32669928,2397942,0.819373832242848,2124956,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3162","2020-08-22",34794884,2124956,0.777165935281119,1880531,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3163","2020-08-29",36675415,1880531,0.594105515803788,1823780,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3164","2020-09-05",38499195,1823780,0.590785565917943,1644880,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3165","2020-09-12",40144075,1644880,0.409239293585219,1693109,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3166","2020-09-19",41837184,1693109,-0.0106604415102384,1880029,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3167","2020-09-26",43717213,1880029,0.183726761232656,1864473,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3168","2020-10-03",45581686,1864473,0.279329125424283,2064398,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3169","2020-10-10",47646084,2064398,0.872882569002572,2301673,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3170","2020-10-17",49947757,2301673,0.51677284810378,2646333,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3171","2020-10-24",52594090,2646333,0.295152007048744,3240079,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3172","2020-10-31",55834169,3240079,0.465290711787628,4047319,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3173","2020-11-07",59881488,4047319,0.472294386548186,5607211,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3174","2020-11-14",65488699,5607211,0.330096121326364,7069959,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3175","2020-11-21",72558658,7069959,0.558000228691973,7464232,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3176","2020-11-28",80022890,7464232,0.484152969232721,7594184,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3177","2020-12-05",87617074,7594184,0.461840239062454,9250124,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3178","2020-12-12",96867198,9250124,0.624473374051613,9727991,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3179","2020-12-19",106595189,9727991,0.411854842934307,9208024,21,1,1,0,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3180","2020-12-26",115803213,9208024,0.440269585151706,8425887,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3181","2021-01-02",124229100,8425887,0.368802207459334,10461223,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3182","2021-01-09",134690323,10461223,0.422343826702702,10843082,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3183","2021-01-16",145533405,10843082,0.70196362215128,8737728,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3184","2021-01-23",154271133,8737728,0.120384887770364,7194474,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3185","2021-01-30",161465607,7194474,0.321525124732454,5961234,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3186","2021-02-06",167426841,5961234,0.292412611808783,4593658,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3187","2021-02-13",172020499,4593658,0.276517661051238,3397444,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3188","2021-02-20",175417943,3397444,0.325923287682533,2932616,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3189","2021-02-27",178350559,2932616,0.326163442336418,2753785,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3190","2021-03-06",181104344,2753785,0.324037988512273,2553189,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3191","2021-03-13",183657533,2553189,0.226593716993805,2366020,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3192","2021-03-20",186023553,2366020,0.289593812418773,2444210,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3193","2021-03-27",188467763,2444210,0.506917827181209,2741937,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3194","2021-04-03",191209700,2741937,0.775349929929629,2849358,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3195","2021-04-10",194059058,2849358,0.876747024202355,3047256,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3196","2021-04-17",197106314,3047256,0.824614415637024,2796263,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3197","2021-04-24",199902577,2796263,0.929493675002876,2329900,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3198","2021-05-01",202232477,2329900,0.764645870023316,2058033,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3199","2021-05-08",204290510,2058033,0.574984670253028,1645901,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3200","2021-05-15",205936411,1645901,0.635965209447836,1322670,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3201","2021-05-22",207259081,1322670,0.439611430951232,1042129,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3202","2021-05-29",208301210,1042129,0.407732751858143,649705,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3203","2021-06-05",208950915,649705,0.582598089024924,451664,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3204","2021-06-12",209402579,451664,0.80890378552785,578405,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3205","2021-06-19",209980984,578405,0.128740756985773,508193,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3206","2021-06-26",210489177,508193,0.0309231143441564,604303,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3207","2021-07-03",211093480,604303,0.226634582166616,911459,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3208","2021-07-10",212004939,911459,0.316810559153148,1379232,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3209","2021-07-17",213384171,1379232,0.678771208718719,1843201,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3210","2021-07-24",215227372,1843201,0.825476961403788,2909482,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3211","2021-07-31",218136854,2909482,0.875703956087824,4213832,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3212","2021-08-07",222350686,4213832,0.82075018842185,5398254,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3213","2021-08-14",227748940,5398254,0.848442319324296,6182290,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3214","2021-08-21",233931230,6182290,0.814771268566736,6751209,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3215","2021-08-28",240682439,6751209,0.836407537156636,7166184,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3216","2021-09-04",247848623,7166184,0.771641714479542,6665564,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3217","2021-09-11",254514187,6665564,0.680580667609542,6779151,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3218","2021-09-18",261293338,6779151,0.618500990388567,5865700,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3219","2021-09-25",267159038,5865700,0.520053440864378,5048303,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3220","2021-10-02",272207341,5048303,0.32760676584643,4485625,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3221","2021-10-09",276692966,4485625,0.297224814090927,3912248,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3222","2021-10-16",280605214,3912248,0.331794209442954,3424550,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3223","2021-10-23",284029764,3424550,0.375257054262663,3179164,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3224","2021-10-30",287208928,3179164,0.475756534665492,3247131,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3225","2021-11-06",290456059,3247131,0.521427541878672,3401973,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3226","2021-11-13",293858032,3401973,0.675960542166762,4009176,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3227","2021-11-20",297867208,4009176,0.706268761023004,3868274,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3228","2021-11-27",301735482,3868274,0.855296876646852,4112846,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3229","2021-12-04",305848328,4112846,0.877254454090353,5228291,21,2,0,1,0,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3230","2021-12-11",311076619,5228291,0.879712100089878,5272285,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3231","2021-12-18",316348904,5272285,0.863089919732472,6685707,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3232","2021-12-25",323034611,6685707,0.296499176963842,12423547,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3233","2022-01-01",335458158,12423547,0.319848853186496,24043201,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3234","2022-01-08",359501359,24043201,0.389998111635693,33085810,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3235","2022-01-15",392587169,33085810,0.592660323766686,33191515,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3236","2022-01-22",425778684,33191515,0.848442353880915,27954810,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3237","2022-01-29",453733494,27954810,0.81355611233465,18319333,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3238","2022-02-05",472052827,18319333,0.805925087096193,10296747,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3239","2022-02-12",482349574,10296747,0.770905092855613,6300448,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3240","2022-02-19",488650022,6300448,0.688045593432636,3691696,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3241","2022-02-26",492341718,3691696,0.645173863632055,2651556,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3242","2022-03-05",494993274,2651556,0.0518974439999054,1785535,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3243","2022-03-12",496778809,1785535,0.114855354274744,1457113,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3244","2022-03-19",498235922,1457113,0.324155693582158,1317089,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3245","2022-03-26",499553011,1317089,0.242169411662878,1273887,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3246","2022-04-02",500826898,1273887,0.483381172477913,1231585,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3247","2022-04-09",502058483,1231585,0.509907186867111,1465526,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3248","2022-04-16",503524009,1465526,0.263558707558845,1690290,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3249","2022-04-23",505214299,1690290,0.441959864236991,2214467,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3250","2022-04-30",507428766,2214467,0.611170931241282,2631137,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3251","2022-05-07",510059903,2631137,0.544021330128327,3447433,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3252","2022-05-14",513507336,3447433,0.689455535059214,4089536,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3253","2022-05-21",517596872,4089536,0.732374921974992,4731122,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3254","2022-05-28",522327994,4731122,0.713553945244638,4182961,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
"3255","2022-06-04",526510955,4182961,0.657193757732745,5056900,21,3,0,0,1,"South","1_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"are the same",0,0,1
